DateSeen,Company,Title,Location,MinYOE,URL,Posted,FitScore,FitReason,GapNote,Status,AppliedDate,FollowUpDate
2026-09-11,Cisco,Software Engineer – AI Quality & Test Automation | Security - Python | Golang | Test Automation | AI/ML Testing | Performance Testing | Security Testing | LLM APIs | Agentic Workflows | LangChain | LangSmith | Contract Testing | Playwright (4 - 8 Years),"Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Software-Engineer---AI-Quality---Test-Automation---Security---Python---Golang---Test-Automation---AI-ML-Testing---Performance-Testing---Security-Testing---LLM-APIs---Agentic-Workflows---LangChain---LangSmith---Contract-Testing---Playwright--4---8-Years-_2024926,2026-09-09,47,"Overlap: python, llm, langchain",Watch: go,New,,
2026-09-11,ECS ME,Node.js Backend Developer - AWS,India,,https://ecsme.freshteam.com/jobs#node-js-backend-developer-aws,,46,"Overlap: node.js, aws",No blocking gap detected,New,,
2026-09-11,RemoteStar,Senior Fullstack Engineer (Java + React + AWS),India,,https://remotestar-team.freshteam.com/jobs#senior-fullstack-engineer-java-react-aws,,46,"Overlap: java, react, aws",No blocking gap detected,New,,
2026-09-11,MoveInSync,Software Development Engineer II (SDE-II) —Backend / Java,India,,https://moveinsync.com/join-us#software-development-engineer-ii-sde-ii-backend-java,,44,Overlap: java,No blocking gap detected,New,,
2026-09-11,MoveInSync,Software Development Engineer I (SDE-I) —Backend / Java,India,,https://moveinsync.com/join-us#software-development-engineer-i-sde-i-backend-java,,44,Overlap: java,No blocking gap detected,New,,
2026-09-11,Haptik,"Software Engineer, Backend - L3 (Python)",India,,https://haptik.freshteam.com/jobs#software-engineer-backend-l3-python,,44,Overlap: python,No blocking gap detected,New,,
2026-09-11,NextWave Consulting,Backend Java Developer,India,,https://nxwave.freshteam.com/jobs#backend-java-developer,,44,Overlap: java,No blocking gap detected,New,,
2026-09-11,NextWave Consulting,Backend Java Developer - Birmingham • Hybrid • £50–65k • Not London,India,,https://nxwave.freshteam.com/jobs#backend-java-developer-birmingham-hybrid-50-65k-not-london,,44,Overlap: java,No blocking gap detected,New,,
2026-09-11,NextWave Consulting,Backend Java Developer – Data Fabric / Platform Engineering,India,,https://nxwave.freshteam.com/jobs#backend-java-developer-data-fabric-platform-engineering,,44,Overlap: java,No blocking gap detected,New,,
2026-09-11,Cisco,Senior Software Engineer – AI Quality & Test Automation | Security - Python | Golang | Test Automation LLM APIs | Agentic Workflows (8 - 12 Years),"Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Software-Engineer---AI-Quality---Test-Automation---Security---Python---Golang---Test-Automation---AI-ML-Testing---Performance-Testing---Security-Testing---LLM-APIs---Agentic-Workflows---LangChain---LangSmith---Contract-Testing---Playwright--8---12-Years-_2024299,2026-09-10,44,"Overlap: python, llm, agentic",Watch: go,New,,
2026-09-11,Cisco,"Software Engineer - Backend,Java/Go, Distributed Systems, Cloud- 4+ Years","Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Software-Engineer---Full-Stack-Java--Microservices--Cloud--8--Years_2019456,2026-09-10,44,Overlap: java,Watch: go,New,,
2026-09-11,MoveInSync,"Integrate and consume backend REST APIs, including data handling and error management.",India,,https://moveinsync.com/join-us#integrate-and-consume-backend-rest-apis-including-data-handl,,43,Overlap: rest api,No blocking gap detected,New,,
2026-09-11,MoveInSync,Experience integrating backend REST APIs.,India,,https://moveinsync.com/join-us#experience-integrating-backend-rest-apis,,43,Overlap: rest api,No blocking gap detected,New,,
2026-09-11,ECS ME,AI/ML Engineer - AWS,India,,https://ecsme.freshteam.com/jobs#ai-ml-engineer-aws,,43,Overlap: aws,No blocking gap detected,New,,
2026-09-11,Getinz,Backend Developer (Node.js) - GGS - BLR,India,,https://getinz-people.freshteam.com/jobs#backend-developer-node-js-ggs-blr,,43,Overlap: node.js,No blocking gap detected,New,,
2026-09-11,RemoteStar,Agentic AI Engineer,India,,https://remotestar-team.freshteam.com/jobs#agentic-ai-engineer,,43,Overlap: agentic,No blocking gap detected,New,,
2026-09-11,RemoteStar,Full-Stack Developer (Java + React / Next.js)- Poland,India,,https://remotestar-team.freshteam.com/jobs#full-stack-developer-java-react-next-js-poland,,43,"Overlap: java, react",No blocking gap detected,New,,
2026-09-11,Salesforce,Senior Technical Consultant — AI Engineering & Agentic Salesforce Delivery,India - Bangalore,,https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/India---Bangalore/Senior-Technical-Consultant---AI-Engineering---Agentic-Salesforce-Delivery_JR358751,2026-09-09,43,Overlap: agentic,No blocking gap detected,New,,
2026-09-11,MoveInSync,"3+ years designing, building, and operating production backend systems.",India,,https://moveinsync.com/join-us#3-years-designing-building-and-operating-production-backend-,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,MoveInSync,"1-3 years designing, building, and operating production backend systems.",India,,https://moveinsync.com/join-us#1-3-years-designing-building-and-operating-production-backen,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Haptik,Software Engineer - Backend,India,,https://haptik.freshteam.com/jobs#software-engineer-backend,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Haptik,Voice AI Engineer (Hybrid),India,,https://haptik.freshteam.com/jobs#voice-ai-engineer-hybrid,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Paxcom,Machine Learning Engineer,India,,https://paxcom.freshteam.com/jobs#machine-learning-engineer,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,VIDA,Senior Software Engineer - Backend,India,,https://vida.freshteam.com/jobs#senior-software-engineer-backend,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,ECS ME,Data Scientist/AI & Machine Learning Engineer,India,,https://ecsme.freshteam.com/jobs#data-scientist-ai-machine-learning-engineer,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,ECS ME,Software Backend Engineer,India,,https://ecsme.freshteam.com/jobs#software-backend-engineer,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Getinz,Senior Backend Engineer (Golang) - GTP - (,Bangalore),,https://getinz-people.freshteam.com/jobs#senior-backend-engineer-golang-gtp,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Getinz,Software Engineer (Backend) - GPM - CHN,India,,https://getinz-people.freshteam.com/jobs#software-engineer-backend-gpm-chn,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Getinz,Databricks AI Engineer,Chennai - GOM,,https://getinz-people.freshteam.com/jobs#databricks-ai-engineer,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Hirefly,Senior Software Engineer - Backend (Hybrid,Bengaluru),,https://hirefly.freshteam.com/jobs#senior-software-engineer-backend-hybrid,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,RemoteStar,AI Engineer – Spec-Driven Development,India,,https://remotestar-team.freshteam.com/jobs#ai-engineer-spec-driven-development,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,RemoteStar,FullStack Developer (Next.js & Java) (Remote),India,,https://remotestar-team.freshteam.com/jobs#fullstack-developer-next-js-java-remote,,40,Overlap: java,No blocking gap detected,New,,
2026-09-11,RemoteStar,Machine Learning Engineer,India,,https://remotestar-team.freshteam.com/jobs#machine-learning-engineer,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,RemoteStar,SMTS (Backend Engineer) (Remote),India,,https://remotestar-team.freshteam.com/jobs#smts-backend-engineer-remote,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,RemoteStar,Applied ML Engineer,India,,https://remotestar-team.freshteam.com/jobs#applied-ml-engineer,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Gloroots,Backend Systems Engineer (Remote),India,,https://gloroots.freshteam.com/jobs#backend-systems-engineer-remote,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Cisco,"Senior Software Engineer – Java, Security & SD-WAN Platform from 8+ Years","Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Senior-Software-Engineer---Java--Security---SD-WAN-Platform-from-8--Years_2013058,2026-09-11,40,Overlap: java,No blocking gap detected,New,,
2026-09-11,Getinz,Senior Software Engineer - Java,Chennai - GPM,,https://getinz-people.freshteam.com/jobs#senior-software-engineer-java,,38,Overlap: java,No blocking gap detected,New,,
2026-09-11,Cisco,Senior Software Engineer – AI / Agentic Automation,"Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Senior-Software-Engineer---AI---Agentic-Automation_2024567,2026-09-10,37,Overlap: agentic,No blocking gap detected,New,,
2026-09-11,HappyLocate,FullStack Developer(PHP Laravel),India,,https://happylocate.freshteam.com/jobs#fullstack-developer-php-laravel,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,NxtWave,Full Stack Developer - 2,India,,https://nxtwave.freshteam.com/jobs#full-stack-developer-2,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,ECS ME,Full Stack Developer,India,,https://ecsme.freshteam.com/jobs#full-stack-developer,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,ECS ME,Full Stack Data Engineer,India,,https://ecsme.freshteam.com/jobs#full-stack-data-engineer,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,ECS ME,Full Stack Developer - Power Platform,India,,https://ecsme.freshteam.com/jobs#full-stack-developer-power-platform,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Getinz,Senior Software Engineer (Fullstack),Bangalore - GEVT,,https://getinz-people.freshteam.com/jobs#senior-software-engineer-fullstack,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Getinz,Software Engineer (Jr. Fullstack),Bangalore - GEVT,,https://getinz-people.freshteam.com/jobs#software-engineer-jr-fullstack,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,RemoteStar,Full Stack Engineer,India,,https://remotestar-team.freshteam.com/jobs#full-stack-engineer,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,RemoteStar,Sr. Full Stack Developer,India,,https://remotestar-team.freshteam.com/jobs#sr-full-stack-developer,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Digitap.ai,Software Engineer,India,,https://digitap.freshteam.com/jobs#software-engineer,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Scapia,Senior Software Engineer - SDE3/4,India,,https://scapia.freshteam.com/jobs#senior-software-engineer-sde3-4,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Haptik,"Software Engineer - L1, Implementation (Hybrid)",India,,https://haptik.freshteam.com/jobs#software-engineer-l1-implementation-hybrid,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Cyware,SDET/Sr.SDET,India,,https://cyware.freshteam.com/jobs#sdet-sr-sdet,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Cyware,Software Engineer/Sr. Software Engineer,India,,https://cyware.freshteam.com/jobs#software-engineer-sr-software-engineer,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,Alliance University 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#alliance-university-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,BML Munjal 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#bml-munjal-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,BSACET 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#bsacet-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,GEC 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#gec-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,IIT Jammu 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#iit-jammu-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,IST DY Patil 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#ist-dy-patil-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,ITM University 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#itm-university-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,KodNest 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#kodnest-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,LPU 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#lpu-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,Mangalmay Group 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#mangalmay-group-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,SBU 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#sbu-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,TMU 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#tmu-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,UIT Karnavati 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#uit-karnavati-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,TravClan,VIPS 2026 || TravClan || SDE-1,India,,https://travclan.freshteam.com/jobs#vips-2026-travclan-sde-1,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Credit Saison India,Software Engineer-1 Devops,India,,https://creditsaisonin-talent.freshteam.com/jobs#software-engineer-1-devops,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Credit Saison India,Senior Software Engineer,India,,https://creditsaisonin-talent.freshteam.com/jobs#senior-software-engineer,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Credit Saison India,Senior Software Engineer -UI,India,,https://creditsaisonin-talent.freshteam.com/jobs#senior-software-engineer-ui,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Paxcom,Software Engineering,India,,https://paxcom.freshteam.com/jobs#software-engineering,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,HappyLocate,SDE2 - Mobile App Developer (Flutter),India,,https://happylocate.freshteam.com/jobs#sde2-mobile-app-developer-flutter,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,HappyLocate,Senior Software Engineer,India,,https://happylocate.freshteam.com/jobs#senior-software-engineer,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,HappyLocate,Software Engineer,India,,https://happylocate.freshteam.com/jobs#software-engineer,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,VIDA,Software Engineer - Android,India,,https://vida.freshteam.com/jobs#software-engineer-android,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Getinz,Software Engineering,India,,https://getinz-people.freshteam.com/jobs#software-engineering,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Getinz,Senior Software Engineer - Angular & .Net - GNF,Chennai,,https://getinz-people.freshteam.com/jobs#senior-software-engineer-angular-net-gnf,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Getinz,Senior Software Engineer - Azure App Service - GNF,India,,https://getinz-people.freshteam.com/jobs#senior-software-engineer-azure-app-service-gnf,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,RemoteStar,Senior iOS Software Developer (Remote),India,,https://remotestar-team.freshteam.com/jobs#senior-ios-software-developer-remote,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,RemoteStar,Software Development Engineer II (SDE II),India,,https://remotestar-team.freshteam.com/jobs#software-development-engineer-ii-sde-ii,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,RemoteStar,Software Engineer (AI Agents),India,,https://remotestar-team.freshteam.com/jobs#software-engineer-ai-agents,,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Cisco,Software Engineer,"Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Software-Engineer_2024077,2026-09-11,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Cisco,Software Engineer,"Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Software-Engineer_2024560-1,2026-09-10,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Cisco,Software Engineer,"Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Software-Engineer_2022095-1,2026-09-10,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Cisco,Software Engineer,"Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Software-Engineer_2022071-1,2026-09-10,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Salesforce,Software Engineering SMTS (Performance/Database),India - Hyderabad,,https://salesforce.wd12.myworkdayjobs.com/en-US/External_Career_Site/job/India---Hyderabad/Software-Engineering-SMTS_JR358289,2026-09-09,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,F5,Software Engineer Apprentice,Hyderabad,,https://ffive.wd5.myworkdayjobs.com/en-US/f5jobs/job/Hyderabad/Software-Engineer-Apprentice_RP1038677,2026-09-10,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Lloyds Technology Centre,Senior Infrastructure Engineer,Hyderabad Knowledge Park Tower 2,,https://lbg.wd3.myworkdayjobs.com/en-US/Lloyds_Technology_Centre/job/Hyderabad-Knowledge-Park-Tower-2/Senior-Infrastructure-Engineer_163605,2026-09-11,28,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-11,Lloyds Technology Centre,Senior Infrastructure Engineer,Hyderabad Knowledge Park Tower 2,,https://lbg.wd3.myworkdayjobs.com/en-US/Lloyds_Technology_Centre/job/Hyderabad-Knowledge-Park-Tower-2/Senior-Infrastructure-Engineer_163603,2026-09-11,28,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-12,Oracle,Software Developer 3,India,,https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/336824,2026-09-11,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-12,Oracle,Senior Application Software Engineer,"BENGALURU, KARNATAKA, India",,https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/339353,2026-09-11,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-13,Cisco,"Software Engineer - Python , Networking Protocols - 4 to 8 years","Bangalore, India",4,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Software-Engineer---Python---Networking-Protocols---4-to-8-years_2023803,2026-09-11,42,Overlap: python,No blocking gap detected,New,,
2026-09-13,Cisco,Software Engineer,"Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Software-Engineer_2021466-1,2026-09-11,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-13,Cisco,Software Engineer,"Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Software-Engineer_2021811-1,2026-09-11,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Oracle,Application Software Engineer 2,India,,https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/338461,2026-09-13,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Cisco,Senior Software Engineer – C/C++ & Network Systems,"Bangalore, India",,https://cisco.wd5.myworkdayjobs.com/en-US/Cisco_Careers/job/Bangalore-India/Senior-Software-Engineer---C-C-----Network-Systems_2022662,2026-09-14,34,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Scapia,Senior Software Engineer (Backend) - SDE3/4,India,,https://scapia.freshteam.com/jobs#senior-software-engineer-backend-sde3-4,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Headout,"Software Engineer, Web",Bengaluru,1,https://boards.greenhouse.io/headoutcareers/jobs/4707747006?gh_jid=4707747006,2026-09-14,59,"Overlap: java, typescript, react",Watch: scala,New,,
2026-09-14,Weekday,Founding Full-Stack Engineer (Python / Django / Go / React),India,,https://jobs.lever.co/weekdayworks#founding-full-stack-engineer-python-django-go-react,,46,"Overlap: python, react, django",Watch: go,New,,
2026-09-14,Weekday,Java Backend Specialist,Bengaluru / Mumbai,,https://jobs.lever.co/weekdayworks#java-backend-specialist,,44,Overlap: java,No blocking gap detected,New,,
2026-09-14,Weekday,Agentic AI Engineer,India,,https://jobs.lever.co/weekdayworks#agentic-ai-engineer,,43,Overlap: agentic,No blocking gap detected,New,,
2026-09-14,Weekday,Senior Agentic AI Engineer,India,,https://jobs.lever.co/weekdayworks#senior-agentic-ai-engineer,,43,Overlap: agentic,No blocking gap detected,New,,
2026-09-14,Weekday,Senior Gen AI Engineer (Freelancer),India,,https://jobs.lever.co/weekdayworks#senior-gen-ai-engineer-freelancer,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Smart Working Solutions,"Senior Backend Engineer – PHP/Symfony (Remote, Full-Time), PK - [HR191]",India,,https://jobs.lever.co/smart-working-solutions#senior-backend-engineer-php-symfony-remote-full-time-pk-hr19,,40,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Weekday,Founding Full-Stack Engineer,India,,https://jobs.lever.co/weekdayworks#founding-full-stack-engineer,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Weekday,Fullstack Engineer - Contract - Highly Competitive Comp - Immediate Start,India,,https://jobs.lever.co/weekdayworks#fullstack-engineer-contract-highly-competitive-comp-immediat,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Smart Working Solutions,"Founding Engineer – Full-Stack (Remote, Full-Time) [AS324] (PK)",India,,https://jobs.lever.co/smart-working-solutions#founding-engineer-full-stack-remote-full-time-as324-pk,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Smart Working Solutions,"Founding Engineer – Full-Stack Generalist (Remote, Full-Time) [AS324]",Bangalore / Mumbai / Pune / Hyderabad /,,https://jobs.lever.co/smart-working-solutions#founding-engineer-full-stack-generalist-remote-full-time-as3,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Smart Working Solutions,"Frontend-Focused Full Stack Developer - Angular / .NET (Remote, Full-Time) [AS313]",Bangalore,,https://jobs.lever.co/smart-working-solutions#frontend-focused-full-stack-developer-angular-net-remote-ful,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Smart Working Solutions,"Senior Full Stack Developer – C# / Angular (Remote, Contract) [HR209] (PK)","Hyderabad, Pakistan",,https://jobs.lever.co/smart-working-solutions#senior-full-stack-developer-c-angular-remote-contract-hr209-,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Smart Working Solutions,"Senior Full Stack Engineer – C# & Angular (Remote, Contract) [HR209]",Bangalore / Mumbai / Pune / Delhi NCR /,,https://jobs.lever.co/smart-working-solutions#senior-full-stack-engineer-c-angular-remote-contract-hr209,,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,LinkedIn,Software Engineer - Fullstack,"Bengaluru, KA, in",,https://jobs.smartrecruiters.com/LinkedIn3/postings/744000149347819,2026-09-14,36,No direct stack overlap detected,Stack not recognised from description,New,,
2026-09-14,Smart Working Solutions,"Senior PHP & Symfony Software Engineer, (Remote, Full-Time) - [HR191]",Bangalore / Pune / Delhi NCR / Mumbai /,,https://jobs.lever.co/smart-working-solutions#senior-php-symfony-software-engineer-remote-full-time-hr191,,34,No direct stack overlap detected,Stack not recognised from description,New,,
